AssemblyAccession	GenomeSize	ProteinCount
GCF_006546825.1	3168954	2546
GCF_006546835.1	3348294	2704
GCF_006547045.1	3857091	3282
GCF_006547165.1	10892772	8783
GCF_006553035.1	3370458	3003
GCF_006704145.1	6043625	5007
GCF_006704205.1	5207802	4961
GCF_006711645.1	5785203	5282
GCF_006716135.1	7766581	6378
GCF_006716485.1	5133218	4545
GCF_006717025.1	4644110	4151
GCF_006738645.1	5832650	5422
GCF_006740305.1	1910306	1639
GCF_006740705.1	3754174	3560
GCF_006740745.1	5395646	4907
GCF_006740765.1	4380105	4109
GCF_006742785.1	2382370	2166
GCF_006770325.1	4809490	4381
GCF_006861775.1	4226526	3979
GCF_006861795.1	4488252	4307
GCF_006861825.1	4024205	3776
GCF_006874605.1	3880871	3825
GCF_006874765.1	4381393	3725
GCF_006968745.1	8226398	6372
GCF_006968915.1	8258380	6382
GCF_006970865.1	4387497	4083
GCF_006974145.1	4130958	3567
GCF_007004645.1	3390631	3271
GCF_007004655.1	7176565	5582
GCF_007004665.1	6442184	5851
GCF_007066085.1	6612542	5536
GCF_007115095.1	3065260	2808
GCF_007164725.1	2407548	2128
GCF_007197735.1	3934786	3354
GCF_007197755.1	4264634	4129
GCF_007197885.1	3547563	3118
GCF_007289895.1	4868003	3901
GCF_007301515.1	3615398	3557
GCF_007362135.1	4219812	3650
GCF_007362295.1	7687583	6724
GCF_007431345.1	5292479	4622
GCF_007475525.1	2202032	1801
GCF_007483665.1	9454573	8334
GCF_007489275.1	7005797	6173
GCF_007556775.1	2596173	2498
GCF_007558725.1	4271694	3683
GCF_007567505.1	4912773	4007
GCF_007625075.1	4286425	3769
GCF_007625165.1	2076385	1988
GCF_007625215.1	1990024	1949
GCF_007641235.1	2362885	2159
GCF_007641255.1	5316008	4708
GCF_007655255.1	3577201	3276
GCF_007665635.1	4986278	4514
GCF_007677895.1	2747792	2309
GCF_007679255.1	6720839	5845
GCF_007679425.1	7738219	6575
GCF_007681465.1	3932592	3759
GCF_007681555.1	3055793	2563
GCF_007682245.1	2480591	2266
GCF_007725405.1	4250708	4266
GCF_007743815.1	5475215	4239
GCF_007744255.1	6357355	4585
GCF_007744675.1	7769723	5787
GCF_007745175.1	6761146	5385
GCF_007745435.1	5163473	4154
GCF_007746795.1	7929454	5996
GCF_007747015.1	7626893	5704
GCF_007747795.1	7744989	5665
GCF_007747995.1	7767809	5857
GCF_007748035.1	6608792	5129
GCF_007748115.1	6496182	5157
GCF_007748155.1	7828706	5869
GCF_007748195.1	7397129	5585
GCF_007750395.1	6125480	4451
GCF_007750855.1	6618662	5072
GCF_007751035.1	9565229	6995
GCF_007751715.1	7250512	5048
GCF_007752135.1	8439957	5885
GCF_007752345.1	5214061	3808
GCF_007752535.1	9395224	7364
GCF_007752935.1	7182433	5224
GCF_007753095.1	7437004	5287
GCF_007753265.1	5871207	4491
GCF_007754155.1	10975817	7358
GCF_007754425.1	7704373	5816
GCF_007786215.1	4215468	3479
GCF_007795095.1	2917404	2491
GCF_007827045.1	9254646	8280
GCF_007827555.1	3777782	3458
GCF_007827695.1	6534206	5940
GCF_007827765.1	7364497	6541
GCF_007828095.1	8530034	7689
GCF_007829855.1	7948711	6678
GCF_007830035.1	3552091	3234
GCF_007830055.1	4946636	4219
GCF_007830065.1	4096449	4005
GCF_007830115.1	3359359	3018
GCF_007830125.1	7000708	5558
GCF_007830175.1	3834552	3518
GCF_007830185.1	3571384	3439
GCF_007830205.1	7889191	7138
GCF_007830235.1	5634660	5269
GCF_007830255.1	3276823	2994
GCF_007830335.1	4036530	3924
GCF_007830355.1	3509691	2980
GCF_007830435.1	4004434	3331
GCF_007830445.1	6294929	5283
GCF_007830515.1	7856320	7182
GCF_007830615.1	5655731	4779
GCF_007830635.1	9226856	8332
GCF_007830735.1	4385310	3940
GCF_007830875.1	11416284	9639
GCF_007833675.1	5689882	4559
GCF_007845645.1	5316486	4823
GCF_007855275.1	3770186	3377
GCF_007855915.1	3595045	3349
GCF_007856155.1	8146484	6366
GCF_007858515.1	908787	738
GCF_007858975.2	4317154	3687
GCF_007859655.1	4480314	4182
GCF_007859715.1	6704479	5054
GCF_007859735.1	6734412	5207
GCF_007859755.1	6196617	4894
GCF_007859765.1	6765537	5229
GCF_007859815.1	4325069	3350
GCF_007859855.1	6796955	4779
GCF_007859865.1	6945823	4882
GCF_007859915.1	8502319	5802
GCF_007859945.1	5067846	3866
GCF_007859955.1	5265585	4072
GCF_007860015.1	6143780	4807
GCF_007860045.1	9586696	6295
GCF_007860075.1	7574949	5769
GCF_007860095.1	7403604	5213
GCF_007860125.1	7988747	5878
GCF_007860135.1	9199719	6609
GCF_007860175.1	7852560	5730
GCF_007860185.1	7267653	5441
GCF_007896435.1	4105740	3624
GCF_007904085.1	3524308	3314
GCF_007923255.1	3075563	2803
GCF_007923265.1	1983482	1884
GCF_007923445.1	4880907	4402
GCF_007954425.1	3118872	3028
GCF_007954525.1	1701333	1618
GCF_007954585.1	3781193	3432
GCF_007954785.1	1903250	1826
GCF_007970465.1	3173955	2742
GCF_007970665.1	5212251	4944
GCF_007970805.1	5079621	4289
GCF_007971025.1	5352833	4794
GCF_007971225.1	5528026	4603
GCF_007971385.1	5773153	4126
GCF_007971525.1	7811413	6323
GCF_007989425.1	1419085	1274
GCF_007990505.1	2290729	2148
GCF_007990545.2	2337418	2017
GCF_007990575.1	2685755	2331
GCF_007990635.1	2284180	1972
GCF_007993735.1	3032542	2254
GCF_007993815.1	5022177	4500
GCF_007994055.1	6968812	5511
GCF_007994225.1	5549958	5157
GCF_007995155.1	4916069	4420
GCF_007997385.1	3707663	3077
GCF_008000755.1	4430734	4281
GCF_008000815.1	6405582	5066
GCF_008000835.1	2829476	2711
GCF_008000935.1	3985855	3581
GCF_008001015.1	3475711	3083
GCF_008011915.1	4491802	4163
GCF_008014775.1	3668659	3275
GCF_008016755.1	2609344	2320
GCF_008016805.1	7769884	6731
GCF_008017445.1	2821547	2503
GCF_008033135.1	4325960	4053
GCF_008033155.1	2087401	1941
GCF_008033385.1	4167837	3391
GCF_008033445.1	2665201	2447
GCF_008056315.1	4384604	3612
GCF_008064855.1	4315318	3854
GCF_008065115.1	6473141	4990
GCF_008065135.1	8212515	5654
GCF_008079445.1	3953408	3572
GCF_008084145.1	6343727	5477
GCF_008084905.1	3043232	2762
GCF_008085455.1	5072752	4456
GCF_008086545.1	1370182	1217
GCF_008087345.1	4806234	4477
GCF_008087625.1	10526296	7537
GCF_008087665.1	6570840	4851
GCF_008107625.1	5678157	4993
GCF_008107635.1	2288705	2248
GCF_008107645.1	1865857	1789
GCF_008118345.1	3649313	3185
GCF_008119665.1	6165255	5221
GCF_008122265.1	4543926	3924
GCF_008123425.1	9952932	8976
GCF_008124715.1	2344789	2324
GCF_008124765.1	8262020	6842
GCF_008124875.1	3211939	2880
GCF_008124885.1	4391315	3564
GCF_008151785.1	2521899	2206
GCF_008153345.1	3372116	2728
GCF_008244765.1	3786744	3685
GCF_008245125.1	6428890	5855
GCF_008254045.1	9378099	7921
GCF_008271655.1	3992662	3840
GCF_008271745.1	5323680	4154
GCF_008274805.1	3526415	3103
GCF_008274825.1	4490254	3673
GCF_008275125.1	4279774	3935
GCF_008304605.1	4536877	4232
GCF_008327825.1	2161166	1888
GCF_008329645.1	5681602	5279
GCF_008329785.1	3283189	3057
GCF_008329925.1	4430992	3863
GCF_008329945.1	3700583	3330
GCF_008329965.1	4012482	3532
GCF_008330805.1	2157444	1943
GCF_008364955.1	7987183	6926
GCF_008369445.1	3936980	3614
GCF_008369725.1	5415779	4749
GCF_008369745.1	5497186	4468
GCF_008369785.1	2062281	1951
GCF_008370245.1	4787931	3990
GCF_008370715.1	6738544	5864
GCF_008386505.1	4913947	4386
GCF_008386565.1	4676020	4224
GCF_008386635.1	4303602	3679
GCF_008520265.1	4066695	3440
GCF_008571395.1	4999807	4025
GCF_008630635.1	3561992	3279
GCF_008632235.1	5072209	4342
GCF_008632455.1	4554005	3917
GCF_008635805.1	7109637	6241
GCF_008638305.1	4212028	3799
GCF_008638355.1	7251616	6044
GCF_008638365.1	5915607	4925
GCF_008639045.1	7893803	6847
GCF_008693605.1	4929340	4481
GCF_008693685.1	4974815	4313
GCF_008693705.1	4561870	4009
GCF_008694105.1	3290626	3125
GCF_008698085.1	2797775	2165
GCF_008698145.1	3075992	2298
GCF_008698235.1	3053756	2487
GCF_008704395.1	7962786	6639
GCF_008704425.1	6725579	5475
GCF_008704475.1	7757877	6572
GCF_008704495.1	10133897	8415
GCF_008704535.1	7604974	6438
GCF_008704555.1	7581562	6371
GCF_008704575.1	7756194	6735
GCF_008704655.1	9361154	7858
GCF_008704715.1	9912098	8433
GCF_008704795.1	9807160	7967
GCF_008704855.1	8501012	7049
GCF_008704935.1	7673509	6635
GCF_008705135.1	9335698	8053
GCF_008705175.1	5940808	5008
GCF_008710035.1	4219193	3667
GCF_008727715.1	6024790	5633
GCF_008728085.1	8445470	7180
GCF_008728195.1	6173065	5870
GCF_008728635.1	4428884	3679
GCF_008728835.1	5865246	5171
GCF_008728855.1	5894118	5310
GCF_008757455.1	5220401	4778
GCF_008801925.2	8942610	7824
GCF_008803015.1	2096943	1940
GCF_008805035.1	1993063	1869
GCF_008806385.1	6648145	6153
GCF_008806755.1	3916794	3626
GCF_008806995.1	2236930	1968
GCF_008807015.1	2423693	2153
GCF_008807375.1	6056953	5428
GCF_008807735.1	5585953	5514
GCF_008807855.1	7296847	6384
GCF_008828755.2	1166114	1030
GCF_008831075.1	3912938	3509
GCF_008831265.1	4495673	3953
GCF_008831305.1	3428361	2944
GCF_008831385.1	1836976	1709
GCF_008831485.1	1683905	1517
GCF_008838325.1	2746948	2681
GCF_008843145.1	5869433	5176
GCF_008843165.1	3539411	3120
GCF_008868685.1	9921301	8299
GCF_008876665.1	1752928	1632
GCF_008923185.1	10704726	9611
GCF_008923365.1	10704999	9753
GCF_008929045.1	6798474	5880
GCF_008931805.1	4760425	4052
GCF_008931845.1	1109596	935
GCF_008932115.1	7419402	6820
GCF_008932245.1	6128433	5490
GCF_008973485.1	4351338	3978
GCF_008973665.1	6400566	5463
GCF_008973715.1	3140149	2826
GCF_008974245.1	7929138	6444
GCF_008974285.1	5603770	4216
GCF_009025875.1	1807083	1649
GCF_009036245.1	4711389	4332
GCF_009078285.1	2876974	1948
GCF_009176265.1	8128774	6814
GCF_009176625.1	3308414	3054
GCF_009176645.1	4476585	4091
GCF_009177095.1	6922258	5393
GCF_009184845.1	3458698	3239
GCF_009184865.1	10175440	8391
GCF_009208555.1	6452641	5646
GCF_009208585.1	3389696	2891
GCF_009208775.1	3941129	3382
GCF_009295515.1	4227107	3768
GCF_009299385.1	7516652	6422
GCF_009301415.1	4228383	4024
GCF_009362935.1	1894710	1720
GCF_009363075.1	6948340	6071
GCF_009363095.1	7424799	6556
GCF_009363115.1	5643381	4788
GCF_009363135.1	5176406	4710
GCF_009363155.1	5292366	4711
GCF_009363415.1	4501013	3885
GCF_009363855.1	3823049	3536
GCF_009363895.1	3037290	2929
GCF_009372215.1	2897281	2605
GCF_009388985.1	4306437	3842
GCF_009428965.1	1714771	1561
GCF_009429125.1	4208275	3639
GCF_009451885.1	5763264	4968
GCF_009496955.1	1388767	1312
GCF_009496975.1	1310991	1220
GCF_009497075.1	11273186	9981
GCF_009497155.1	4266306	3737
GCF_009498035.1	10929570	9031
GCF_009498275.1	8880330	7331
GCF_009557235.1	2767765	2502
GCF_009586235.1	8366868	7370
GCF_009600885.1	8465075	6846
GCF_009600895.1	7243826	5782
GCF_009601015.1	2563666	2410
GCF_009601505.1	7081278	6192
GCF_009602435.1	4093757	3842
GCF_009602465.1	3904919	3600
GCF_009627355.1	3696575	3261
GCF_009646115.1	4798990	4288
GCF_009648915.1	4992573	4530
GCF_009649705.1	4888635	4071
GCF_009649845.1	10760459	8234
GCF_009649915.1	4938529	4438
GCF_009649955.1	3218981	2890
GCF_009650015.1	3274863	3093
GCF_009650135.1	2346037	2328
GCF_009650215.1	3715454	3586
GCF_009662475.1	3415726	3362
GCF_009664085.1	2958290	2553
GCF_009664835.1	4832009	4363
GCF_009665275.1	3988124	3491
GCF_009668025.1	7848247	6283
GCF_009671065.1	2617510	2448
GCF_009671205.1	6742112	6136
GCF_009674825.1	4651603	3830
GCF_009676365.1	2018071	1910
GCF_009678195.1	3431790	2888
GCF_009684715.1	2019124	1825
GCF_009684755.1	2882901	2489
GCF_009685195.1	4529043	4209
GCF_009687845.1	9271625	8065
GCF_009687865.1	12100308	10342
GCF_009687885.1	11762885	10036
GCF_009688945.1	7324708	6283
GCF_009688965.1	7297718	6552
GCF_009688985.1	8413530	7213
GCF_009690905.1	10085209	8790
GCF_009711055.1	3344284	2786
GCF_009711095.1	4829483	4323
GCF_009711185.1	3906278	3682
GCF_009711365.1	5680486	4563
GCF_009711405.1	7174826	5959
GCF_009711415.1	4806378	4235
GCF_009711465.1	4841513	4397
GCF_009711475.1	4439317	3970
GCF_009711525.1	4858936	4176
GCF_009720365.1	8972725	7925
GCF_009720385.1	8830450	7817
GCF_009720525.1	8027492	6048
GCF_009720775.1	5141672	4374
GCF_009725995.1	5153020	4134
GCF_009728935.1	8101785	7026
GCF_009730055.1	4928910	4323
GCF_009730315.1	1779451	1596
GCF_009730595.1	1284335	1127
GCF_009730655.1	4990025	4277
GCF_009731485.1	1279369	1216
GCF_009731575.1	2878459	2357
GCF_009733535.1	4720650	4035
GCF_009733705.1	1862134	1779
GCF_009734265.1	2594469	2292
GCF_009734345.1	2414343	2201
GCF_009735315.1	3925865	3476
GCF_009735625.1	3559563	3406
GCF_009735645.1	3040880	2750
GCF_009739535.1	2489034	2269
GCF_009739655.1	3365549	3095
GCF_009739905.1	7078240	6166
GCF_009739945.1	5315231	5108
GCF_009742705.1	3801871	3360
GCF_009746125.1	4465898	3954
GCF_009755585.1	4109802	3658
GCF_009755645.1	5612010	4972
GCF_009755805.1	3831002	3402
GCF_009756665.1	4266648	3758
GCF_009757995.1	8647010	7475
GCF_009758075.1	1911874	1771
GCF_009759785.1	4512541	3736
GCF_009760925.1	11388961	10449
GCF_009763765.1	3620999	3116
GCF_009765165.1	3879713	3546
GCF_009765355.1	10940472	9822
GCF_009768935.1	2823438	2500
GCF_009768975.1	3458743	3234
GCF_009769165.1	4963026	4025
GCF_009769385.1	10832261	9378
GCF_009789575.1	5116759	4573
GCF_009789595.1	6922031	5858
GCF_009792355.1	3864763	3876
GCF_009796285.1	9735779	8312
GCF_009806365.1	3078907	2888
GCF_009811315.1	4835723	4325
GCF_009812035.1	3282829	2720
GCF_009821115.1	3969871	3560
GCF_009823595.1	2873645	2668
GCF_009827305.1	3879280	3568
GCF_009827395.1	2983943	2776
GCF_009827435.1	3636778	3423
GCF_009827445.1	2662510	2558
GCF_009827545.1	2888119	2668
GCF_009827595.1	3474520	3076
GCF_009827615.1	2934197	2673
GCF_009827655.1	3772944	3571
GCF_009828095.1	2887613	2680
GCF_009828705.1	2143704	1966
GCF_009829075.1	3613157	3103
GCF_009831215.1	6868284	5949
GCF_009831375.1	3549191	3350
GCF_009831415.1	4710154	4104
GCF_009834025.1	4018808	3753
GCF_009834165.1	3214120	2931
GCF_009834205.1	4316394	3878
GCF_009834475.1	3794924	3459
GCF_009834985.1	4192478	3995
GCF_009856525.1	864092	737
GCF_009856605.1	7096012	5708
GCF_009856625.1	4502301	4041
GCF_009857835.1	5095510	4334
GCF_009858255.1	6310860	5528
GCF_009866445.1	4740205	4273
GCF_009866525.1	1966068	1978
GCF_009873295.1	4851982	4153
GCF_009874335.1	4547386	3925
GCF_009883735.1	4615492	3702
GCF_009884975.1	4024840	3593
GCF_009901525.1	5500985	4554
GCF_009902005.1	3285121	2997
GCF_009903735.1	4306512	3952
GCF_009904675.1	4572875	4021
GCF_009905255.1	2668690	2512
GCF_009906315.1	4855962	4450
GCF_009906395.1	4497479	4084
GCF_009906795.1	4580277	4204
GCF_009906855.1	5873400	5250
GCF_009911755.1	6095635	5545
GCF_009913235.1	4352178	3609
GCF_009913915.1	2058732	1961
GCF_009914055.1	4784919	4233
GCF_009930795.1	3352609	2996
GCF_009931115.1	4209307	3438
GCF_009931295.1	5100258	4374
GCF_009931375.1	6691685	5556
GCF_009931595.1	3756117	2968
GCF_009931655.1	4965849	3988
GCF_009932395.1	3352116	2942
GCF_009933255.1	3159940	2815
GCF_009933595.1	1906794	1744
GCF_009936155.1	5307994	4789
GCF_009936175.1	1588683	1175
GCF_009936215.1	2044999	1961
GCF_009936335.1	841695	699
GCF_009937995.1	3435893	3286
GCF_009938015.1	3452774	3411
GCF_009938095.1	4249586	3758
GCF_009938185.1	4360007	3551
GCF_009938225.1	4796932	4097
GCF_009939005.1	4515697	3846
GCF_009982895.1	4668476	4391
GCF_010091945.1	4958574	4358
GCF_010092985.1	4344619	3617
GCF_010119935.1	6743310	5723
GCF_010119975.1	8983451	7174
GCF_010120755.1	2834297	2603
GCF_010122465.1	6512012	5607
GCF_010233585.1	10326072	8207
GCF_010365285.1	7524325	6537
GCF_010450915.1	7105405	5955
GCF_010500835.1	4861770	4490
GCF_010500915.1	4068222	3372
GCF_010537335.1	2488096	2361
GCF_010550675.1	7303666	6111
GCF_010550695.1	5506198	4728
GCF_010587025.1	2607636	2363
GCF_010587385.1	4799333	4176
GCF_010588305.1	1548458	1601
GCF_010628775.1	5396319	5256
GCF_010667615.1	2248659	1592
GCF_010667645.1	2615073	2055
GCF_010667655.1	2762496	2067
GCF_010667685.1	2998264	2277
GCF_010667745.1	2682617	2012
GCF_010669125.1	4778271	4329
GCF_010669145.1	5858741	5141
GCF_010669225.1	2568766	2453
GCF_010669285.1	4649503	3913
GCF_010669305.1	3334849	3015
GCF_010686705.1	4052689	3681
GCF_010686755.1	4401635	3910
GCF_010725055.1	4669066	3815
GCF_010725485.1	6044196	5573
GCF_010725725.1	5484749	5200
GCF_010725885.1	6328149	5973
GCF_010726085.1	6225779	5897
GCF_010726245.1	5925482	5581
GCF_010726505.1	4458926	4050
GCF_010726645.1	5657388	5226
GCF_010726765.1	6301681	6030
GCF_010726955.1	4156821	3827
GCF_010727325.1	6016846	5606
GCF_010727475.1	8006721	7560
GCF_010727605.1	5788994	5226
GCF_010727945.1	5318517	4877
GCF_010728155.1	4029398	3631
GCF_010728325.1	5929171	5384
GCF_010728725.1	5979623	5638
GCF_010728925.1	5964999	5648
GCF_010729105.1	6008916	5414
GCF_010729305.1	5732362	5339
GCF_010729485.1	4396654	3977
GCF_010729665.1	5940375	5469
GCF_010729895.1	5876557	5392
GCF_010730055.1	4504020	3793
GCF_010730195.1	6237139	5574
GCF_010730355.1	6219859	5697
GCF_010730575.1	5952912	5302
GCF_010730745.1	5050576	4497
GCF_010730955.1	6321928	5842
GCF_010731115.1	5853197	5432
GCF_010731295.1	6585921	6208
GCF_010731535.1	5092988	4298
GCF_010731575.1	6042466	5657
GCF_010731595.1	5531300	5003
GCF_010731615.1	4577045	4178
GCF_010731635.1	4779798	4316
GCF_010731655.1	6085955	5546
GCF_010731695.1	5579510	5228
GCF_010731715.1	6210822	5322
GCF_010731735.1	6250641	5854
GCF_010731755.1	4224047	3769
GCF_010731775.1	6185541	5493
GCF_010731795.1	5024249	4683
GCF_010731815.2	6451210	5941
GCF_010731835.1	4155701	3895
GCF_010731855.1	5696751	5276
GCF_010731875.1	4828255	4331
GCF_010731895.1	6400811	5887
GCF_010748935.1	4432495	3913
GCF_010882125.1	4472175	4199
GCF_010892295.1	11215696	8645
GCF_010918895.1	3337186	3026
GCF_010977555.1	5963910	5280
GCF_010977575.1	4753299	4183
GCF_011009015.1	6687090	5962
GCF_011040435.1	5313922	4660
GCF_011040455.1	5305509	5186
GCF_011040495.1	4557782	4252
GCF_011044475.1	4982863	4503
GCF_011044775.1	3908748	2785
GCF_011045835.1	4118748	3652
GCF_011046245.1	5375550	4969
GCF_011046535.1	5120341	4933
GCF_011046555.1	4030188	3398
GCF_011046895.1	4984090	4508
GCF_011046975.1	2588344	2353
GCF_011047135.1	2916114	2668
GCF_011058205.1	3449117	3138
GCF_011064785.1	2355375	2335
GCF_011067265.1	5082781	4545
GCF_011089875.1	2592038	2256
GCF_011100465.1	2348096	2193
GCF_011189495.1	4846662	3973
GCF_011189505.1	5163014	4308
GCF_011189575.1	4899918	4231
GCF_011207455.1	2287345	2173
GCF_011250635.1	4995446	4239
GCF_011250645.1	4589758	3898
GCF_011290685.1	6169285	4820
GCF_011297315.1	9319236	8212
GCF_011297335.1	8393213	7373
GCF_011299095.1	2350884	2229
GCF_011326725.1	2710804	2449
GCF_011397115.1	2844986	2606
GCF_011397855.1	6089454	5516
GCF_011398155.1	2645427	2354
GCF_011398355.1	2722826	2479
GCF_011399095.1	4120823	3573
GCF_011440395.1	5427463	4345
GCF_011455495.1	2136304	1947
GCF_011455875.1	2253194	1997
GCF_011462075.1	3179618	2804
GCF_011466855.1	2449249	2309
GCF_011578045.1	3571042	3115
GCF_011578285.1	3428714	2931
GCF_011600945.2	1804582	1742
GCF_011601345.1	3378519	3219
GCF_011604665.1	6920286	6415
GCF_011604685.1	8898242	6974
GCF_011605535.1	4466510	4075
GCF_011605705.1	7986759	6658
GCF_011611525.1	3644828	3161
GCF_011612265.1	2801919	2415
GCF_011617105.1	4772047	4218
GCF_011682065.1	7572464	6597
GCF_011682145.1	7702761	6727
GCF_011684115.1	5233450	4615
GCF_011759585.1	3324001	3005
GCF_011759685.1	3567340	3100
GCF_011759705.1	3510559	3195
GCF_011761265.1	2935457	2670
GCF_011761315.1	4090171	3664
GCF_011761345.1	4047620	3918
GCF_011761355.1	6666604	5868
GCF_011761495.1	2709255	2771
GCF_011761565.1	4264312	3757
GCF_011761635.1	2693118	2318
GCF_011761795.1	4947835	4038
GCF_011761945.1	4787838	4412
GCF_011762035.1	3735779	3482
GCF_011762045.1	4731796	4138
GCF_011762145.1	4335120	4050
GCF_011762155.1	3668833	3034
GCF_011762185.1	6043780	5122
GCF_011762225.1	4626792	4044
GCF_011762485.1	4158166	3707
GCF_011764545.1	9607004	7707
GCF_011764565.1	10148719	7984
GCF_011764585.1	3826324	3666
GCF_011765585.1	2771862	2517
GCF_011801455.1	5108924	4498
GCF_011926545.1	4042700	3758
GCF_011927625.1	2728145	2522
GCF_011927635.1	4619810	4246
GCF_011927665.1	3643426	3129
GCF_011927685.1	4408247	3990
GCF_011927765.1	3526759	2975
GCF_011927795.1	3801316	3304
GCF_011927835.1	5103060	3880
GCF_011927945.1	3059840	2976
GCF_012029655.1	5598454	5048
GCF_012033735.1	5954074	4761
GCF_012033785.1	5631806	4521
GCF_012037625.1	3956945	3408
GCF_012070355.1	3935899	3490
GCF_012163135.1	5305674	5030
GCF_012163155.1	3026447	2599
GCF_012184385.1	9967719	8731
GCF_012221945.1	3570747	3208
GCF_012222825.1	1674180	1491
GCF_012223425.1	6713618	6186
GCF_012225885.1	4012371	3957
GCF_012271765.1	5240490	4765
GCF_012273015.1	4690582	3946
GCF_012273295.1	3827531	3224
GCF_012273615.1	4338935	3679
GCF_012275065.1	4287426	3707
GCF_012295595.1	3985688	3748
GCF_012295615.1	3550395	3227
GCF_012317185.1	4718906	4382
GCF_012317585.1	1763258	1764
GCF_012349105.1	7509578	6949
GCF_012427705.1	3945801	3525
GCF_012427845.1	4793778	4167
GCF_012516315.1	6423694	5344
GCF_012530715.1	4770033	4335
GCF_012584515.1	3837686	3336
GCF_012647205.1	6690075	5900
GCF_012648005.1	4031121	3962
GCF_012689435.1	9178787	8134
GCF_012790675.1	1196811	877
GCF_012844305.1	9310590	6769
GCF_012912135.1	6257395	5170
GCF_012923785.1	5527237	5053
GCF_012927305.1	5587174	4612
GCF_012931585.1	4621725	4041
GCF_012932215.1	3962631	3751
GCF_012971725.1	6517592	5863
GCF_012979535.1	2977834	2779
GCF_013004005.1	3962298	3775
GCF_013036045.1	5295625	4147
GCF_013041605.1	4441855	3960
GCF_013074385.2	4371716	3856
GCF_013085255.1	3214726	3030
GCF_013085545.1	4761435	4089
GCF_013087515.1	7500905	6931
GCF_013087605.1	7498874	6941
GCF_013116605.1	2966437	2713
GCF_013122135.1	3973648	3577
GCF_013122255.1	4026648	3807
GCF_013127755.1	2044083	1896
GCF_013128195.2	9857393	7778
GCF_013149785.1	3968934	3610
GCF_013149805.1	3616226	3226
GCF_013170725.1	6602217	6115
GCF_013170785.1	7201057	6777
GCF_013177435.1	2824877	2176
GCF_013177635.1	2520808	2469
GCF_013177655.1	1923009	1788
GCF_013177675.1	3019071	2966
GCF_013179555.1	4678913	4555
GCF_013179575.1	4458031	3660
